Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season,Home_GF_last5,Home_GA_last5,Home_Pts_last5,Away_GF_last5,Away_GA_last5,Away_Pts_last5,GF_diff_last5,GA_diff_last5,Pts_diff_last5,Home_rest_days,Away_rest_days,Rest_diff,B365H,B365D,B365A,Home_SeasonPts,Away_SeasonPts,SeasonPts_diff,Home_Elo,Away_Elo,Elo_diff
2016-08-21,Sunderland,Middlesbrough,1,2,A,0,2,A,M Atkinson,18,8,5,3,11,14,8,1,1,1,0,0,2016-17,2.0,1.4,1.6,1.0,1.0,1.0,1.0,0.3999999999999999,0.6000000000000001,8.0,8.0,0.0,,,,0.0,1.0,-1.0,1723.92541504,1616.4744873,107.45092774
2016-08-21,West Ham,Bournemouth,1,0,H,0,0,D,C Pawson,15,8,2,5,15,15,1,6,3,1,0,1,2016-17,1.8,2.0,1.2,1.0,2.6,0.2,0.8,-0.6000000000000001,1.0,6.0,7.0,-1.0,,,,0.0,0.0,0.0,1656.93652344,1599.85266113,57.083862310000086
2016-08-27,Chelsea,Burnley,3,0,H,2,0,H,M Clattenburg,22,6,10,0,6,9,9,5,2,2,0,0,2016-17,1.6,1.4,1.6,1.0,0.5,1.5,0.6000000000000001,0.8999999999999999,0.1,7.0,7.0,0.0,,,,6.0,3.0,3.0,1800.45471191,1641.34301758,159.1116943300001
2016-08-27,Crystal Palace,Bournemouth,1,1,D,0,1,A,M Dean,24,10,5,3,15,10,10,4,2,1,0,0,2016-17,0.6,1.6,0.6,0.8,2.0,0.2,-0.2,-0.3999999999999999,0.3999999999999999,7.0,6.0,1.0,,,,0.0,0.0,0.0,1618.50280762,1605.2989502,13.203857420000077
2016-08-27,Everton,Stoke,1,0,H,0,0,D,M Oliver,21,8,9,1,14,11,9,2,2,1,0,0,2016-17,1.4,1.6,1.4,1.2,1.8,1.0,0.1999999999999999,-0.1999999999999999,0.3999999999999999,7.0,7.0,0.0,,,,4.0,1.0,3.0,1702.07336426,1669.0057373,33.0676269600001
2016-08-27,Hull,Man United,0,1,A,0,0,D,J Moss,8,29,2,9,9,6,1,6,2,3,0,0,2016-17,2.0,0.5,3.0,2.2,1.0,2.4,-0.2000000000000001,-0.5,0.6000000000000001,7.0,8.0,-1.0,,,,6.0,6.0,0.0,1615.38049316,1801.68688965,-186.30639649
2016-08-27,Leicester,Swansea,2,1,H,1,0,H,R East,13,9,6,3,14,10,4,6,2,2,0,0,2016-17,1.2,1.0,1.2,1.8,1.0,2.0,-0.6000000000000001,0.0,-0.8,7.0,7.0,0.0,,,,1.0,3.0,-2.0,1795.515625,1676.35791016,119.15771483999993
2016-08-27,Southampton,Sunderland,1,1,D,0,0,D,L Mason,16,5,7,2,15,8,5,5,2,2,0,0,2016-17,2.2,1.4,2.0,2.0,1.6,1.4,0.2000000000000001,-0.2000000000000001,0.6000000000000001,8.0,6.0,2.0,,,,1.0,0.0,1.0,1761.55285645,1638.6328125,122.92004395000004
2016-08-27,Tottenham,Liverpool,1,1,D,0,1,A,R Madley,11,13,4,3,11,17,5,5,3,5,0,0,2016-17,1.2,2.0,1.0,1.6,1.4,1.6,-0.4000000000000001,0.6000000000000001,-0.6000000000000001,7.0,7.0,0.0,,,,4.0,3.0,1.0,1802.67358398,1792.01550293,10.658081050000192
2016-08-27,Watford,Arsenal,1,3,A,0,3,A,K Friend,14,10,6,7,18,15,3,2,6,1,0,0,2016-17,1.2,2.2,0.4,2.0,1.2,1.6,-0.8,1.0000000000000002,-1.2000000000000002,7.0,7.0,0.0,,,,1.0,1.0,0.0,1621.02124023,1827.30688477,-206.2856445399998
2016-08-28,Man City,West Ham,3,1,H,2,0,H,A Marriner,22,9,5,2,5,10,5,4,1,3,0,0,2016-17,2.2,1.8,1.6,1.4,2.0,1.2,0.8000000000000003,-0.1999999999999999,0.4000000000000001,8.0,7.0,1.0,,,,6.0,3.0,3.0,1861.15307617,1699.3236084,161.82946777000006
2016-08-28,West Brom,Middlesbrough,0,0,D,0,0,D,A Taylor,13,7,2,2,12,11,5,4,1,3,0,0,2016-17,0.8,1.4,1.0,1.5,1.0,2.0,-0.7,0.3999999999999999,-1.0,8.0,7.0,1.0,,,,3.0,4.0,-1.0,1643.36547852,1604.01379395,39.35168456999986
2016-09-10,Stoke,Tottenham,0,4,A,0,1,A,A Taylor,15,20,2,8,13,18,10,8,3,2,0,0,2016-17,1.0,1.8,0.8,1.0,1.8,1.0,0.0,0.0,-0.1999999999999999,14.0,14.0,0.0,,,,1.0,5.0,-4.0,1833.49438477,1756.80163574,76.69274902999996
2016-09-10,Man United,Man City,1,2,A,1,2,A,M Clattenburg,14,18,3,6,15,10,4,4,4,2,0,0,2016-17,2.2,1.0,2.4,2.4,1.2,2.2,-0.1999999999999997,-0.1999999999999999,0.1999999999999997,14.0,13.0,1.0,,,,9.0,9.0,0.0,1607.28112793,1640.58666992,-33.305541990000165
2016-09-10,Burnley,Hull,1,1,D,0,0,D,P Tierney,13,11,2,3,13,3,5,9,2,0,0,0,2016-17,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,2.0,-0.6666666666666666,0.6666666666666666,-1.0,14.0,14.0,0.0,,,,3.0,6.0,-3.0,1606.79260254,1616.52062988,-9.728027339999926
2016-09-10,Liverpool,Leicester,4,1,H,2,1,H,C Pawson,17,12,11,3,4,8,1,7,1,2,0,0,2016-17,1.4,1.6,1.2,1.4,1.0,1.6,0.0,0.6000000000000001,-0.4000000000000001,14.0,14.0,0.0,,,,4.0,4.0,0.0,1793.92712402,1799.53955078,-5.612426759999835
2016-09-10,West Ham,Watford,2,4,A,2,2,D,M Atkinson,19,13,4,8,10,15,4,4,2,2,0,0,2016-17,1.4,1.8,1.2,1.4,2.4,0.4,0.0,-0.5999999999999999,0.7999999999999999,13.0,14.0,-1.0,,,,3.0,1.0,2.0,1806.6661377,1865.54589844,-58.87976073999994
2016-09-10,Middlesbrough,Crystal Palace,1,2,A,1,1,D,N Swarbrick,12,12,4,4,5,9,6,6,1,2,0,0,2016-17,1.0,0.6666666666666666,1.6666666666666667,0.8,1.6,0.8,0.1999999999999999,-0.9333333333333336,0.8666666666666667,13.0,14.0,-1.0,,,,5.0,1.0,4.0,1635.61877441,1610.40136719,25.21740722000004
2016-09-10,Bournemouth,West Brom,1,0,H,0,0,D,K Friend,12,12,5,2,9,11,10,5,1,3,0,0,2016-17,0.8,1.8,0.4,0.8,0.8,1.2,0.0,1.0,-0.7999999999999999,14.0,13.0,1.0,,,,1.0,4.0,-3.0,1663.26318359,1800.76196289,-137.49877930000002
2016-09-10,Arsenal,Southampton,2,1,H,1,1,D,R Madley,17,11,2,5,10,8,6,1,2,5,0,0,2016-17,2.4,1.4,1.6,1.6,1.2,1.6,0.7999999999999998,0.1999999999999999,0.0,14.0,14.0,0.0,,,,4.0,2.0,2.0,1694.93078613,1614.83374023,80.09704589999978
2016-09-11,Swansea,Chelsea,2,2,D,0,1,A,A Marriner,6,28,2,7,17,8,1,11,3,4,0,0,2016-17,1.4,1.2,1.4,1.8,0.8,2.2,-0.4000000000000001,0.3999999999999999,-0.8000000000000003,15.0,15.0,0.0,,,,3.0,9.0,-6.0,1672.33398438,1806.17883301,-133.84484863000012
2016-09-12,Sunderland,Everton,0,3,A,0,0,D,M Jones,11,20,2,9,11,8,5,4,1,1,0,0,2016-17,1.6,1.4,1.0,1.4,1.0,2.0,0.2000000000000001,0.3999999999999999,-1.0,16.0,16.0,0.0,,,,1.0,7.0,-6.0,1643.3840332,1707.81591797,-64.43188477000012
2016-09-16,Chelsea,Liverpool,1,2,A,0,2,A,M Atkinson,12,13,4,5,6,13,6,4,1,1,0,0,2016-17,2.0,1.0,2.2,2.0,1.6,1.6,0.0,-0.6000000000000001,0.6000000000000001,5.0,6.0,-1.0,,,,10.0,7.0,3.0,1805.48718262,1806.82385254,-1.3366699199998493
2016-09-17,Everton,Middlesbrough,3,1,H,3,1,H,L Mason,11,7,6,0,5,15,6,3,2,1,0,0,2016-17,2.0,0.4,2.6,1.0,1.0,1.25,1.0,-0.6,1.35,5.0,7.0,-2.0,,,,10.0,5.0,5.0,1722.66308594,1598.80334473,123.85974121000004
2016-09-17,Hull,Arsenal,1,4,A,0,1,A,R East,6,24,2,9,9,12,2,4,0,2,1,0,2016-17,1.25,0.75,1.75,2.4,1.2,2.0,-1.15,-0.4499999999999999,-0.25,7.0,7.0,0.0,,,,7.0,7.0,0.0,1614.37414551,1843.29077148,-228.91662597000004
2016-09-17,Leicester,Burnley,3,0,H,1,0,H,A Taylor,14,7,6,2,10,9,7,1,0,1,0,0,2016-17,1.0,1.6,1.0,0.75,1.25,1.0,0.25,0.3500000000000001,0.0,7.0,7.0,0.0,,,,4.0,4.0,0.0,1800.16503906,1634.75,165.41503906000003
2016-09-17,Man City,Bournemouth,4,0,H,2,0,H,J Moss,20,6,12,2,8,11,5,5,1,1,1,0,2016-17,2.4,1.0,2.6,0.8,1.6,0.8,1.6,-0.6000000000000001,1.8,7.0,7.0,0.0,,,,12.0,4.0,8.0,1882.81738281,1616.1328125,266.68457031
2016-09-17,West Brom,West Ham,4,2,H,3,0,H,M Clattenburg,8,23,6,5,14,6,2,6,2,1,0,0,2016-17,0.6,0.8,1.0,1.2,2.2,0.6,-0.6,-1.4,0.4,7.0,7.0,0.0,,,,4.0,3.0,1.0,1634.83886719,1680.1965332,-45.35766601
2016-09-18,Crystal Palace,Stoke,4,1,H,2,0,H,C Pawson,14,11,8,4,15,9,10,5,2,1,0,0,2016-17,0.8,1.6,0.8,0.8,2.2,0.8,0.0,-0.6000000000000001,0.0,8.0,8.0,0.0,,,,4.0,1.0,3.0,1632.67199707,1788.43896484,-155.76696776999984
2016-09-18,Southampton,Swansea,1,0,H,0,0,D,M Jones,19,9,6,3,14,9,7,1,1,1,0,0,2016-17,1.4,1.4,1.0,1.0,1.4,1.0,0.3999999999999999,0.0,0.0,8.0,7.0,1.0,,,,2.0,4.0,-2.0,1802.62145996,1631.64086914,170.9805908200001
2016-09-18,Tottenham,Sunderland,1,0,H,0,0,D,M Dean,31,6,9,2,7,16,14,1,1,5,0,1,2016-17,1.6,1.4,1.6,1.0,2.0,0.4,0.6000000000000001,-0.6000000000000001,1.2000000000000002,8.0,6.0,2.0,,,,8.0,1.0,7.0,1627.6138916,1652.75854492,-25.14465332000009
2016-09-18,Watford,Man United,3,1,H,1,0,H,M Oliver,10,15,5,2,14,19,5,7,3,4,0,0,2016-17,1.8,2.0,1.0,2.0,0.8,2.4,-0.1999999999999999,1.2,-1.4,8.0,8.0,0.0,,,,4.0,9.0,-5.0,1760.19018555,1676.12963867,84.06054687999995
2016-09-24,Middlesbrough,Tottenham,1,2,A,0,2,A,G Scott,6,19,2,5,14,9,2,10,2,1,0,0,2016-17,1.0,1.4,1.0,1.6,0.4,2.2,-0.6000000000000001,1.0,-1.2000000000000002,7.0,6.0,1.0,,,,5.0,11.0,-6.0,1639.93310547,1646.1036377,-6.170532229999935
2016-09-24,Stoke,West Brom,1,1,D,0,0,D,M Atkinson,12,9,2,3,9,13,6,6,3,4,0,0,2016-17,0.6,2.8,0.2,1.2,1.0,1.4,-0.6,1.7999999999999998,-1.2,6.0,7.0,-1.0,,,,1.0,7.0,-6.0,1628.53063965,1640.43933105,-11.908691399999952
2016-09-24,Sunderland,Crystal Palace,2,3,A,1,0,H,A Taylor,11,20,4,4,15,12,3,5,0,2,0,0,2016-17,0.6,1.8,0.2,1.4,1.0,1.4,-0.7999999999999999,0.8,-1.2,6.0,6.0,0.0,,,,1.0,7.0,-6.0,1671.30859375,1886.4420166,-215.13342285
2016-09-24,Swansea,Man City,1,3,A,1,1,D,N Swarbrick,13,18,5,4,15,9,2,7,2,4,0,0,2016-17,0.8,1.4,0.8,3.0,0.8,3.0,-2.2,0.5999999999999999,-2.2,6.0,7.0,-1.0,,,,4.0,15.0,-11.0,1850.08081055,1796.35534668,53.72546387000011
2016-09-24,Arsenal,Chelsea,3,0,H,3,0,H,M Oliver,14,9,5,2,9,11,9,1,0,2,0,0,2016-17,2.4,1.4,2.0,2.0,1.2,2.0,0.3999999999999999,0.1999999999999999,0.0,7.0,8.0,-1.0,,,,10.0,10.0,0.0,1612.50817871,1728.40722656,-115.89904784999999
2016-09-24,Bournemouth,Everton,1,0,H,1,0,H,R Madley,12,13,1,2,10,14,5,3,2,2,0,0,2016-17,0.6,1.8,0.8,2.0,0.6,2.6,-1.4,1.2000000000000002,-1.8,7.0,7.0,0.0,,,,4.0,13.0,-9.0,1815.95568848,1607.58422852,208.37145996000004
2016-09-24,Liverpool,Hull,5,1,H,3,0,H,A Marriner,32,2,12,1,8,8,13,2,1,2,0,1,2016-17,2.2,1.6,2.0,1.2,1.4,1.4,1.0000000000000002,0.2000000000000001,0.6000000000000001,8.0,7.0,1.0,,,,10.0,7.0,3.0,1773.27160645,1805.85766602,-32.58605956999986
2016-09-24,Man United,Leicester,4,1,H,4,0,H,M Dean,16,10,7,3,9,12,8,6,0,2,0,0,2016-17,1.6,1.2,1.8,1.4,1.4,1.4,0.2000000000000001,-0.1999999999999999,0.4000000000000001,6.0,7.0,-1.0,,,,9.0,7.0,2.0,1593.0592041,1805.73156738,-212.6723632799999
2016-09-25,West Ham,Southampton,0,3,A,0,1,A,J Moss,13,18,1,9,9,14,6,2,5,2,0,0,2016-17,1.4,2.6,0.6,0.8,1.2,1.0,0.5999999999999999,1.4,-0.4,8.0,7.0,1.0,,,,3.0,5.0,-2.0,1668.93188477,1765.01123047,-96.0793457000002
2016-09-26,Burnley,Watford,2,0,H,1,0,H,M Jones,13,12,4,3,11,15,7,6,1,3,0,0,2016-17,0.6,1.6,0.8,2.0,1.8,1.4,-1.4,-0.1999999999999999,-0.5999999999999999,9.0,8.0,1.0,,,,4.0,7.0,-3.0,1629.05737305,1647.8392334,-18.781860349999988
2016-09-30,Everton,Crystal Palace,1,1,D,1,0,H,J Moss,13,10,3,2,16,11,10,9,5,4,0,0,2016-17,1.8,0.6,2.4,2.0,1.2,2.0,-0.1999999999999999,-0.6,0.3999999999999999,6.0,6.0,0.0,,,,13.0,10.0,3.0,1721.98278809,1652.74743652,69.23535156999992
2016-10-01,Hull,Chelsea,0,2,A,0,0,D,A Taylor,8,22,3,9,13,15,5,7,2,2,0,0,2016-17,1.0,2.2,0.8,1.6,1.6,1.4,-0.6000000000000001,0.6000000000000001,-0.5999999999999999,7.0,7.0,0.0,,,,7.0,10.0,-3.0,1640.87890625,1625.16918945,15.709716800000024
2016-10-01,West Ham,Middlesbrough,1,1,D,0,0,D,N Swarbrick,19,9,2,3,13,12,4,5,2,3,0,0,2016-17,1.2,2.8,0.6,1.0,1.6,0.8,0.1999999999999999,1.1999999999999995,-0.2,6.0,7.0,-1.0,,,,3.0,5.0,-2.0,1668.53869629,1824.17102051,-155.6323242200001
2016-10-01,Sunderland,West Brom,1,1,D,0,1,A,S Attwell,7,17,2,7,7,13,6,5,1,3,0,0,2016-17,0.8,2.0,0.2,1.2,1.2,1.0,-0.3999999999999999,0.8,-0.8,7.0,7.0,0.0,,,,1.0,8.0,-7.0,1659.8828125,1591.87231445,68.01049805000002
2016-10-01,Watford,Bournemouth,2,2,D,0,1,A,M Dean,17,11,7,2,17,12,4,5,3,4,0,0,2016-17,1.8,2.0,1.2,0.6,1.2,1.4,1.2000000000000002,0.8,-0.1999999999999999,5.0,7.0,-2.0,,,,7.0,7.0,0.0,1605.60546875,1790.31872559,-184.71325683999999
2016-10-01,Swansea,Liverpool,1,2,A,1,0,H,M Oliver,8,18,3,6,11,9,3,10,2,2,0,0,2016-17,0.8,2.0,0.2,2.4,1.2,2.0,-1.6,0.8,-1.8,7.0,7.0,0.0,,,,4.0,13.0,-9.0,1622.45922852,1650.60437012,-28.145141600000215
2016-10-02,Burnley,Arsenal,0,1,A,0,0,D,C Pawson,10,18,1,3,2,3,2,6,0,0,0,0,2016-17,1.0,1.4,1.4,2.4,0.6,2.6,-1.4,0.7999999999999999,-1.2000000000000002,6.0,8.0,-2.0,,,,7.0,13.0,-6.0,1642.25427246,1866.32446289,-224.0701904299999
2016-10-02,Leicester,Southampton,0,0,D,0,0,D,M Atkinson,9,11,1,5,9,9,3,6,1,0,0,0,2016-17,1.4,1.8,1.4,1.2,1.0,1.4,0.1999999999999999,0.8,0.0,8.0,7.0,1.0,,,,7.0,8.0,-1.0,1800.84924316,1776.41308594,24.43615722000004
2016-10-02,Man United,Stoke,1,1,D,0,0,D,R Madley,24,7,9,6,14,9,13,2,3,0,0,0,2016-17,1.8,1.2,1.8,0.6,2.8,0.2,1.2000000000000002,-1.6,1.6,8.0,8.0,0.0,,,,12.0,2.0,10.0,1791.4239502,1641.66894531,149.75500489
2016-10-02,Tottenham,Man City,2,0,H,2,0,H,A Marriner,13,12,7,6,20,10,4,3,2,2,0,0,2016-17,1.8,0.4,2.6,3.2,0.8,3.0,-1.4,-0.4,-0.3999999999999999,8.0,8.0,0.0,,,,14.0,18.0,-4.0,1822.07043457,1889.07763672,-67.00720215000001
2016-10-15,Arsenal,Swansea,3,2,H,2,1,H,J Moss,16,13,6,6,7,10,5,6,0,1,1,0,2016-17,2.6,0.6,3.0,1.0,2.0,0.2,1.6,-1.4,2.8,13.0,14.0,-1.0,,,,16.0,4.0,12.0,1646.96203613,1621.6427002,25.319335929999852
2016-10-15,Bournemouth,Hull,6,1,H,3,1,H,L Mason,22,11,10,4,8,14,5,4,0,3,0,0,2016-17,1.0,1.4,1.6,0.6,2.6,0.2,0.4,-1.2000000000000002,1.4,14.0,14.0,0.0,,,,8.0,7.0,1.0,1877.44470215,1718.50549316,158.93920899
2016-10-15,Crystal Palace,West Ham,0,1,A,0,1,A,M Atkinson,12,12,3,4,12,13,7,6,1,3,0,1,2016-17,2.2,1.2,2.2,1.2,3.0,0.2,1.0000000000000002,-1.8,2.0,15.0,14.0,1.0,,,,11.0,4.0,7.0,1651.42089844,1833.70336914,-182.28247069999998
2016-10-15,West Brom,Tottenham,1,1,D,0,0,D,K Friend,8,20,4,8,14,10,5,8,2,2,0,0,2016-17,1.2,1.0,1.2,2.0,0.4,2.6,-0.8,0.6,-1.4,14.0,13.0,1.0,,,,9.0,17.0,-8.0,1797.2668457,1798.60327148,-1.336425780000127
2016-10-15,Man City,Everton,1,1,D,0,0,D,M Oliver,19,3,8,2,7,9,13,1,0,2,0,0,2016-17,2.4,1.0,2.4,1.6,0.6,2.0,0.7999999999999998,0.4,0.3999999999999999,13.0,15.0,-2.0,,,,18.0,14.0,4.0,1627.22021484,1598.65734863,28.56286621000004
2016-10-15,Stoke,Sunderland,2,0,H,2,0,H,M Jones,18,11,6,1,10,13,6,4,1,1,0,0,2016-17,0.6,2.2,0.4,0.8,1.8,0.4,-0.2,0.4000000000000001,0.0,13.0,14.0,-1.0,,,,3.0,2.0,1.0,1870.39453125,1663.08642578,207.3081054700001
2016-10-15,Chelsea,Leicester,3,0,H,2,0,H,A Marriner,16,5,6,0,6,12,8,5,1,1,0,0,2016-17,1.6,1.4,1.4,1.4,1.8,1.4,0.2000000000000001,-0.4000000000000001,0.0,14.0,13.0,1.0,,,,13.0,8.0,5.0,1656.22473145,1656.44311523,-0.21838378000006742
2016-10-16,Middlesbrough,Watford,0,1,A,0,0,D,R East,10,4,3,2,15,10,4,6,4,1,0,0,2016-17,0.8,1.6,0.4,2.0,2.0,1.4,-1.2,-0.3999999999999999,-1.0,15.0,15.0,0.0,,,,6.0,8.0,-2.0,1595.31201172,1638.82788086,-43.51586913999995
2016-10-16,Southampton,Burnley,3,1,H,0,0,D,M Dean,34,6,14,1,11,10,8,4,1,2,0,0,2016-17,1.2,0.6,1.6,0.6,1.6,0.8,0.6,-1.0,0.8,14.0,14.0,0.0,,,,9.0,7.0,2.0,1778.65905762,1638.18432617,140.47473145000004
2016-10-17,Liverpool,Man United,0,0,D,0,0,D,A Taylor,9,7,3,1,14,20,3,1,0,4,0,0,2016-17,2.8,1.0,2.6,1.6,1.4,1.4,1.1999999999999995,-0.3999999999999999,1.2000000000000002,16.0,15.0,1.0,,,,16.0,13.0,3.0,1829.62316895,1786.13085938,43.49230957000009
2016-10-22,Arsenal,Middlesbrough,0,0,D,0,0,D,M Dean,9,11,5,4,6,13,8,3,1,0,0,0,2016-17,2.6,0.8,3.0,0.8,1.8,0.2,1.8,-1.0,2.8,7.0,6.0,1.0,,,,19.0,6.0,13.0,1874.26965332,1586.08728027,288.18237305
2016-10-22,Bournemouth,Tottenham,0,0,D,0,0,D,C Pawson,8,16,1,4,10,15,7,4,2,4,0,0,2016-17,2.0,1.4,2.0,2.0,0.4,2.6,0.0,1.0,-0.6000000000000001,7.0,7.0,0.0,,,,11.0,18.0,-7.0,1639.63171387,1830.96728516,-191.33557128999996
2016-10-22,Burnley,Everton,2,1,H,1,0,H,M Jones,9,20,3,8,16,15,2,8,2,3,0,0,2016-17,0.8,1.6,0.8,1.6,0.8,1.6,-0.8,0.8,-0.8,6.0,7.0,-1.0,,,,7.0,15.0,-8.0,1632.17443848,1723.21691895,-91.0424804700001
2016-10-22,Hull,Stoke,0,2,A,0,1,A,K Friend,9,12,2,6,16,8,5,7,2,3,0,0,2016-17,0.8,3.6,0.2,1.0,2.0,1.0,-0.1999999999999999,1.6,-0.8,7.0,7.0,0.0,,,,7.0,6.0,1.0,1584.64819336,1654.60192871,-69.95373534999999
2016-10-22,Leicester,Crystal Palace,3,1,H,1,0,H,M Oliver,17,23,4,7,10,8,8,8,0,0,0,0,2016-17,1.0,2.2,0.8,2.0,1.2,2.0,-1.0,1.0000000000000002,-1.2,7.0,7.0,0.0,,,,8.0,11.0,-3.0,1789.17553711,1646.05505371,143.1204834
2016-10-22,Liverpool,West Brom,2,1,H,2,0,H,N Swarbrick,21,6,7,1,9,13,3,2,1,3,0,0,2016-17,2.6,0.8,2.6,1.4,1.2,1.2,1.2000000000000002,-0.3999999999999999,1.4,5.0,7.0,-2.0,,,,17.0,10.0,7.0,1826.01733398,1654.09399414,171.92333984000015
2016-10-22,Swansea,Watford,0,0,D,0,0,D,P Tierney,11,10,5,2,15,16,7,2,2,1,0,0,2016-17,1.2,2.2,0.2,2.0,1.4,2.0,-0.8,0.8000000000000003,-1.8,7.0,6.0,1.0,,,,4.0,11.0,-7.0,1659.75280762,1646.45495605,13.297851570000148
2016-10-22,West Ham,Sunderland,1,0,H,0,0,D,R Madley,20,10,3,2,10,13,6,2,2,5,0,0,2016-17,1.2,2.4,0.8,0.6,2.0,0.2,0.6,0.3999999999999999,0.6000000000000001,7.0,7.0,0.0,,,,7.0,2.0,5.0,1665.01513672,1612.40527344,52.60986328000013
2016-10-23,Chelsea,Man United,4,0,H,2,0,H,M Atkinson,14,16,6,5,7,17,5,7,3,2,0,0,2016-17,1.6,1.4,1.4,1.4,1.4,1.0,0.2000000000000001,0.0,0.3999999999999999,8.0,6.0,2.0,,,,16.0,14.0,2.0,1807.83422852,1793.49462891,14.339599609999823
2016-10-23,Man City,Southampton,1,1,D,0,1,A,M Clattenburg,14,6,3,2,11,10,10,3,3,3,0,0,2016-17,2.0,1.0,2.0,1.6,0.6,2.0,0.3999999999999999,0.4,0.0,8.0,7.0,1.0,,,,19.0,12.0,7.0,1866.26525879,1773.66015625,92.60510253999996
2016-10-29,Crystal Palace,Liverpool,2,4,A,2,3,A,A Marriner,7,17,6,10,15,5,3,3,1,2,0,0,2016-17,1.8,1.6,1.4,2.2,0.8,2.6,-0.4000000000000001,0.8,-1.2000000000000002,7.0,7.0,0.0,,,,11.0,20.0,-9.0,1648.5168457,1573.64147949,74.87536621000004
2016-10-29,Tottenham,Leicester,1,1,D,1,0,H,R Madley,22,6,5,1,11,20,8,1,3,4,0,0,2016-17,1.2,0.4,2.2,1.4,1.6,1.4,-0.1999999999999999,-1.2000000000000002,0.8000000000000003,7.0,7.0,0.0,,,,19.0,11.0,8.0,1781.02270508,1641.19128418,139.8314209
2016-10-29,Sunderland,Arsenal,1,4,A,0,1,A,M Atkinson,3,21,1,7,9,13,0,8,4,3,0,0,2016-17,0.6,1.6,0.2,2.2,0.6,2.6,-1.6,1.0,-2.4,7.0,7.0,0.0,,,,2.0,20.0,-18.0,1593.70471191,1643.25708008,-49.55236816999991
2016-10-29,West Brom,Man City,0,4,A,0,2,A,L Mason,9,21,1,8,17,10,1,7,4,3,0,0,2016-17,1.6,1.4,1.2,1.8,1.0,1.6,-0.1999999999999999,0.3999999999999999,-0.4000000000000001,7.0,6.0,1.0,,,,10.0,20.0,-10.0,1607.16845703,1866.65222168,-259.48376465
2016-10-29,Middlesbrough,Bournemouth,2,0,H,1,0,H,S Attwell,10,15,3,3,3,5,4,7,1,1,0,0,2016-17,0.6,1.4,0.4,1.8,1.4,1.6,-1.2000000000000002,0.0,-1.2000000000000002,7.0,7.0,0.0,,,,7.0,12.0,-5.0,1827.34191895,1794.1607666,33.18115235000005
2016-10-29,Watford,Hull,1,0,H,0,0,D,J Moss,22,8,0,2,13,8,7,2,1,2,0,0,2016-17,1.2,1.0,1.6,0.6,3.8,0.0,0.6,-2.8,1.6,7.0,7.0,0.0,,,,12.0,7.0,5.0,1641.06994629,1829.00976562,-187.9398193300001
2016-10-29,Man United,Burnley,0,0,D,0,0,D,M Clattenburg,37,7,11,1,12,9,19,1,1,3,1,0,2016-17,1.2,1.8,1.0,1.0,1.6,1.2,0.1999999999999999,0.1999999999999999,-0.1999999999999999,6.0,7.0,-1.0,,,,14.0,10.0,4.0,1651.1015625,1862.19799805,-211.09643555000002
2016-10-30,Everton,West Ham,2,0,H,0,0,D,A Taylor,17,13,6,3,15,12,8,8,2,3,0,0,2016-17,1.2,1.2,1.0,1.0,1.6,1.4,0.1999999999999999,-0.4000000000000001,-0.3999999999999999,8.0,8.0,0.0,,,,15.0,10.0,5.0,1714.20019531,1670.2520752,43.94812010999999
2016-10-30,Southampton,Chelsea,0,2,A,0,1,A,M Jones,9,13,1,7,13,16,7,3,0,0,0,0,2016-17,1.6,0.4,2.2,2.0,1.0,1.8,-0.3999999999999999,-0.6,0.4000000000000001,7.0,7.0,0.0,,,,13.0,19.0,-6.0,1777.72753906,1820.30615234,-42.5786132799999
2016-10-31,Stoke,Swansea,3,1,H,1,1,D,M Oliver,17,14,4,6,7,14,6,4,2,0,0,0,2016-17,1.4,1.2,1.6,0.8,1.8,0.2,0.5999999999999999,-0.6000000000000001,1.4,9.0,9.0,0.0,,,,9.0,5.0,4.0,1665.60876465,1657.69104004,7.91772461000005
2016-11-05,Bournemouth,Sunderland,1,2,A,1,1,D,M Dean,22,9,7,4,14,17,12,2,3,2,0,1,2016-17,1.8,1.0,1.6,0.8,2.2,0.2,1.0,-1.2000000000000002,1.4,7.0,7.0,0.0,,,,12.0,2.0,10.0,1631.24304199,1600.4362793,30.806762689999914
2016-11-05,Burnley,Crystal Palace,3,2,H,2,0,H,A Taylor,14,16,7,5,11,12,4,7,1,2,0,0,2016-17,1.0,1.0,1.4,1.4,2.2,0.8,-0.3999999999999999,-1.2000000000000002,0.5999999999999999,7.0,7.0,0.0,,,,11.0,11.0,0.0,1645.49816895,1633.48852539,12.009643560000086
2016-11-05,Chelsea,Everton,5,0,H,3,0,H,R Madley,21,1,9,0,5,16,4,2,0,3,0,0,2016-17,2.2,0.6,2.4,1.0,1.0,1.0,1.2000000000000002,-0.4,1.4,6.0,6.0,0.0,,,,22.0,18.0,4.0,1831.3651123,1721.02807617,110.33703612999989
