Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season,Home_GF_last5,Home_GA_last5,Home_Pts_last5,Away_GF_last5,Away_GA_last5,Away_Pts_last5,GF_diff_last5,GA_diff_last5,Pts_diff_last5,Home_rest_days,Away_rest_days,Rest_diff,B365H,B365D,B365A,Home_SeasonPts,Away_SeasonPts,SeasonPts_diff,Home_Elo,Away_Elo,Elo_diff
2020-03-07,Sheffield United,Norwich,1,0,H,1,0,H,S Hooper,10,12,4,5,12,8,10,5,0,0,0,0,2019-20,1.0,0.8,1.6,0.4,1.2,0.8,0.6,-0.3999999999999999,0.8,14.0,8.0,6.0,1.65,3.75,5.75,40.0,21.0,19.0,1793.74438477,1641.30871582,152.4356689499998
2020-03-07,Burnley,Tottenham,1,1,D,1,0,H,J Moss,21,13,8,2,16,11,3,5,5,4,0,0,2019-20,1.4,0.2,2.2,2.0,1.6,1.8,-0.6000000000000001,-1.4,0.4000000000000001,7.0,6.0,1.0,2.7,3.3,2.62,38.0,40.0,-2.0,1726.92858887,1694.97033691,31.958251960000098
2020-03-07,Liverpool,Bournemouth,2,1,H,2,1,H,P Tierney,14,6,6,4,10,12,9,4,0,1,0,0,2019-20,2.0,1.0,2.4,1.6,1.8,1.4,0.3999999999999999,-0.8,1.0,7.0,7.0,0.0,1.22,6.5,13.0,79.0,27.0,52.0,1689.84118652,1690.15893555,-0.317749029999959
2020-03-08,Chelsea,Everton,4,0,H,2,0,H,K Friend,17,3,11,1,8,10,6,1,1,2,0,0,2019-20,1.6,1.8,1.2,2.2,1.8,1.6,-0.6000000000000001,0.0,-0.4000000000000001,8.0,7.0,1.0,1.8,3.9,4.2,45.0,37.0,8.0,1821.14697266,1754.28430176,66.86267090000001
2020-03-08,Man United,Man City,2,0,H,1,0,H,M Dean,12,7,6,2,11,9,2,11,2,4,0,0,2019-20,1.2,0.6,1.6,1.2,0.8,2.0,0.0,-0.2,-0.3999999999999999,7.0,15.0,-8.0,5.0,4.33,1.6,42.0,57.0,-15.0,1830.57641602,1997.88037109,-167.30395507000003
2020-03-09,Leicester,Aston Villa,4,0,H,1,0,H,M Oliver,15,4,7,1,15,12,9,0,2,1,0,0,2019-20,1.2,1.0,1.0,1.2,1.8,0.8,0.0,-0.8,0.1999999999999999,10.0,16.0,-6.0,1.36,5.25,8.0,50.0,25.0,25.0,1804.42370605,1614.22900391,190.1947021399999
2020-06-17,Aston Villa,Sheffield United,0,0,D,0,0,D,M Oliver,14,5,6,1,11,14,12,4,1,1,0,0,2019-20,1.0,2.4,0.6,1.0,0.6,2.0,0.0,1.7999999999999998,-1.4,100.0,102.0,-2.0,3.2,3.4,2.25,25.0,43.0,-18.0,1602.37646484,1706.29711914,-103.92065430000002
2020-06-17,Man City,Arsenal,3,0,H,1,0,H,A Taylor,20,3,12,0,9,7,5,2,1,1,0,1,2019-20,0.8,0.8,1.8,2.0,0.8,2.2,-1.2,0.0,-0.4000000000000001,101.0,102.0,-1.0,1.36,5.25,7.5,57.0,40.0,17.0,1975.79089355,1802.5333252,173.25756834999993
2020-06-19,Norwich,Southampton,0,3,A,0,0,D,K Friend,9,22,1,9,9,15,9,7,1,1,0,0,2019-20,0.2,1.0,0.8,0.8,2.0,0.6,-0.6000000000000001,-1.0,0.2,104.0,104.0,0.0,2.8,3.5,2.45,21.0,34.0,-13.0,1600.69494629,1674.08850098,-73.39355468999997
2020-06-19,Tottenham,Man United,1,1,D,1,0,H,J Moss,10,12,3,6,17,18,7,6,0,1,0,0,2019-20,1.8,1.6,1.4,1.6,0.2,2.2,0.1999999999999999,1.4,-0.8000000000000003,104.0,103.0,1.0,3.0,3.4,2.37,41.0,45.0,-4.0,1798.41308594,1851.97485352,-53.56176757999992
2020-06-20,Watford,Leicester,1,1,D,0,0,D,C Pawson,8,15,4,2,15,12,2,7,0,1,0,0,2019-20,1.2,1.6,0.8,1.2,0.8,1.0,0.0,0.8,-0.1999999999999999,105.0,103.0,2.0,3.6,3.5,2.05,27.0,53.0,-26.0,1682.66589355,1803.66064453,-120.99475097999994
2020-06-20,Brighton,Arsenal,2,1,H,0,0,D,M Atkinson,9,13,5,6,13,8,10,7,2,1,0,0,2019-20,1.0,1.2,0.8,1.6,1.0,2.0,-0.6000000000000001,0.1999999999999999,-1.2,105.0,3.0,102.0,3.1,3.25,2.37,29.0,40.0,-11.0,1640.24560547,1797.33056641,-157.08496093999997
2020-06-20,West Ham,Wolves,0,2,A,0,0,D,A Taylor,7,10,2,6,8,7,5,7,1,1,0,0,2019-20,1.6,2.0,0.8,1.2,0.4,1.8,0.4000000000000001,1.6,-1.0,105.0,105.0,0.0,3.6,3.4,2.1,27.0,43.0,-16.0,1679.32177734,1784.2911377,-104.96936036000011
2020-06-20,Bournemouth,Crystal Palace,0,2,A,0,2,A,S Attwell,12,7,1,2,13,15,11,4,3,2,0,0,2019-20,1.2,2.0,0.8,0.8,0.8,1.8,0.3999999999999999,1.2,-1.0,105.0,105.0,0.0,2.45,3.2,3.0,27.0,39.0,-12.0,1638.36486816,1726.61730957,-88.25244141000007
2020-06-21,Everton,Liverpool,0,0,D,0,0,D,M Dean,9,10,3,3,15,12,1,6,2,2,0,0,2019-20,1.8,2.2,1.4,2.0,1.2,2.4,-0.1999999999999999,1.0000000000000002,-1.0,105.0,106.0,-1.0,6.0,4.2,1.55,37.0,82.0,-45.0,1603.86035156,1825.25744629,-221.39709472999994
2020-06-21,Newcastle,Sheffield United,3,0,H,0,0,D,D Coote,12,7,8,1,9,10,2,4,2,0,0,1,2019-20,0.2,1.0,1.0,1.0,0.4,2.2,-0.8,0.6,-1.2000000000000002,106.0,4.0,102.0,3.3,3.1,2.37,35.0,44.0,-9.0,1737.55810547,2026.43139648,-288.87329101
2020-06-21,Aston Villa,Chelsea,1,2,A,1,0,H,P Tierney,8,19,4,5,9,17,2,10,2,1,0,0,2019-20,0.6,2.2,0.2,2.0,1.4,1.6,-1.4,0.8000000000000003,-1.4,4.0,105.0,-101.0,6.0,4.5,1.5,26.0,48.0,-22.0,1693.29589844,1704.81323242,-11.517333980000103
2020-06-22,Man City,Burnley,5,0,H,3,0,H,A Marriner,19,1,7,0,8,7,3,1,1,1,0,0,2019-20,1.2,0.8,1.8,1.2,0.4,1.8,0.0,0.4,0.0,5.0,107.0,-102.0,1.12,9.0,15.0,60.0,39.0,21.0,1980.99365234,1711.14550781,269.8481445299999
2020-06-23,Leicester,Brighton,0,0,D,0,0,D,L Mason,11,10,2,2,10,13,6,7,2,2,0,0,2019-20,1.0,0.6,1.0,0.8,0.8,1.2,0.1999999999999999,-0.2,-0.1999999999999999,3.0,3.0,0.0,1.6,4.0,5.75,54.0,32.0,22.0,1801.68737793,1651.0012207,150.68615722999994
2020-06-23,Tottenham,West Ham,2,0,H,0,0,D,C Pawson,15,10,4,2,12,7,9,4,2,2,0,0,2019-20,1.6,1.8,1.0,1.0,1.8,0.6,0.6000000000000001,0.0,0.4,4.0,3.0,1.0,1.66,4.0,5.0,42.0,27.0,15.0,1798.44421387,1669.8927002,128.55151367000008
2020-06-24,Man United,Sheffield United,3,0,H,2,0,H,A Taylor,15,4,6,1,10,6,10,5,1,0,0,0,2019-20,1.8,0.4,2.2,0.8,1.0,1.6,1.0,-0.6,0.6000000000000001,5.0,3.0,2.0,1.4,4.5,8.5,46.0,44.0,2.0,1851.94372559,1692.14135742,159.8023681699999
2020-06-24,Newcastle,Aston Villa,1,1,D,0,0,D,C Kavanagh,13,14,3,2,15,13,6,9,2,2,0,0,2019-20,0.8,1.0,1.4,0.6,2.2,0.2,0.2,-1.2000000000000002,1.2,3.0,3.0,0.0,2.3,3.3,3.2,38.0,26.0,12.0,1705.96777344,1600.01013184,105.95764159999999
2020-06-24,Norwich,Everton,0,1,A,0,0,D,A Madley,9,12,1,5,8,13,6,5,0,1,0,0,2019-20,0.2,1.6,0.6,1.2,1.8,1.0,-1.0,-0.1999999999999999,-0.4,5.0,3.0,2.0,3.9,3.6,1.9,21.0,38.0,-17.0,1587.91662598,1743.5958252,-155.6791992200001
2020-06-24,Wolves,Bournemouth,1,0,H,0,0,D,M Oliver,10,4,2,0,11,11,6,4,3,3,0,0,2019-20,1.6,0.4,2.2,0.8,2.2,0.2,0.8,-1.8000000000000005,2.0,4.0,4.0,0.0,1.55,4.0,6.0,46.0,27.0,19.0,1793.72021484,1628.26281738,165.45739746000004
2020-06-24,Liverpool,Crystal Palace,4,0,H,2,0,H,M Atkinson,21,3,7,0,7,5,6,0,0,0,0,0,2019-20,1.2,1.2,2.0,1.2,0.6,2.4,0.0,0.6,-0.3999999999999999,3.0,4.0,-1.0,1.22,6.5,13.0,83.0,42.0,41.0,2020.39367676,1736.71936035,283.6743164100001
2020-06-25,Chelsea,Man City,2,1,H,1,0,H,S Attwell,15,11,10,2,13,3,5,7,1,1,0,1,2019-20,2.0,1.2,2.0,2.2,0.4,2.4,-0.2000000000000001,0.7999999999999999,-0.3999999999999999,4.0,3.0,1.0,4.0,4.0,1.8,51.0,63.0,-12.0,1686.86682129,1786.57495117,-99.70812988000012
2020-06-25,Burnley,Watford,1,0,H,0,0,D,M Dean,9,10,5,4,13,15,1,7,1,0,0,0,2019-20,1.2,1.4,1.6,1.0,1.2,1.0,0.1999999999999999,0.1999999999999999,0.6000000000000001,3.0,5.0,-2.0,3.0,3.25,2.45,39.0,28.0,11.0,1829.10766602,1985.20812988,-156.10046386
2020-06-25,Southampton,Arsenal,0,2,A,0,1,A,G Scott,12,10,3,5,10,14,4,6,0,2,1,0,2019-20,1.4,1.2,1.2,1.8,1.4,1.8,-0.4000000000000001,-0.1999999999999999,-0.6000000000000001,6.0,5.0,1.0,2.6,3.5,2.62,37.0,40.0,-3.0,1706.9309082,1684.63903809,22.29187010999999
2020-06-27,Aston Villa,Wolves,0,1,A,0,0,D,C Pawson,11,9,1,2,16,16,2,2,1,1,0,0,2019-20,0.4,1.8,0.4,1.8,0.4,2.6,-1.4,1.4,-2.2,3.0,3.0,0.0,4.6,3.7,1.75,27.0,49.0,-22.0,1604.17993164,1796.95837402,-192.77844238000012
2020-06-28,Watford,Southampton,1,3,A,0,1,A,M Oliver,8,11,0,7,18,9,5,3,3,0,0,0,2019-20,0.8,1.2,0.8,1.2,1.2,1.2,-0.3999999999999999,0.0,-0.3999999999999999,3.0,3.0,0.0,2.5,3.3,2.87,28.0,37.0,-9.0,1678.38256836,1677.421875,0.9606933600000502
2020-06-29,Crystal Palace,Burnley,0,1,A,0,0,D,S Hooper,17,8,4,4,12,13,9,1,1,1,0,0,2019-20,1.0,0.8,2.4,1.0,1.2,1.6,0.0,-0.3999999999999999,0.7999999999999998,5.0,4.0,1.0,2.25,3.2,3.4,42.0,42.0,0.0,1733.14013672,1713.18737793,19.95275879000019
2020-06-30,Brighton,Man United,0,3,A,0,2,A,A Marriner,8,12,2,6,10,9,4,5,0,1,0,0,2019-20,0.6,0.6,1.2,2.0,0.4,2.2,-1.4,0.1999999999999999,-1.0000000000000002,7.0,6.0,1.0,6.0,3.8,1.61,33.0,49.0,-16.0,1656.17468262,1857.93896484,-201.7642822199998
2020-07-01,Arsenal,Norwich,4,0,H,2,0,H,P Bankes,13,8,8,2,10,10,6,2,1,4,0,0,2019-20,1.4,1.4,1.8,0.2,1.6,0.6,1.2,-0.2000000000000001,1.2000000000000002,6.0,7.0,-1.0,1.44,4.75,7.0,43.0,21.0,22.0,1796.01977539,1582.65014648,213.36962890999985
2020-07-01,Bournemouth,Newcastle,1,4,A,0,2,A,K Friend,12,12,1,7,11,10,6,3,2,0,0,0,2019-20,0.6,2.0,0.2,1.0,0.4,1.6,-0.4,1.6,-1.4,7.0,7.0,0.0,2.4,3.1,3.2,27.0,39.0,-12.0,1625.02478027,1701.79797363,-76.77319335999982
2020-07-01,Everton,Leicester,2,1,H,2,0,H,D Coote,7,15,2,3,13,10,3,5,1,1,0,0,2019-20,0.8,1.6,1.0,1.0,0.6,1.0,-0.1999999999999999,1.0,0.0,7.0,8.0,-1.0,2.5,3.3,2.9,41.0,55.0,-14.0,1748.86230469,1796.51391602,-47.65161132999992
2020-07-01,West Ham,Chelsea,3,2,H,1,1,D,M Atkinson,10,17,4,6,10,9,2,3,2,1,0,0,2019-20,1.0,1.8,0.6,2.4,1.0,2.6,-1.4,0.8,-2.0,8.0,6.0,2.0,5.5,4.33,1.57,27.0,54.0,-27.0,1664.45556641,1839.75415039,-175.29858397999988
2020-07-02,Sheffield United,Tottenham,3,1,H,1,0,H,C Kavanagh,7,9,5,2,13,13,1,6,2,0,0,0,2019-20,0.4,1.4,1.0,1.4,1.4,1.0,-1.0,0.0,0.0,8.0,9.0,-1.0,4.2,3.4,1.95,44.0,45.0,-1.0,1686.14624023,1803.88122559,-117.73498535999988
2020-07-02,Man City,Liverpool,4,0,H,3,0,H,A Taylor,14,11,6,3,8,7,3,3,2,2,0,0,2019-20,2.0,0.8,1.8,1.8,1.2,2.0,0.1999999999999999,-0.3999999999999999,-0.1999999999999999,7.0,8.0,-1.0,2.05,3.9,3.3,63.0,86.0,-23.0,1974.56164551,2023.97290039,-49.41125487999989
2020-07-04,Norwich,Brighton,0,1,A,0,1,A,S Attwell,12,8,1,2,11,13,0,2,2,2,0,0,2019-20,0.2,1.8,0.6,0.4,1.0,1.0,-0.2,0.8,-0.4,3.0,4.0,-1.0,3.3,3.4,2.2,21.0,33.0,-12.0,1801.5333252,1801.06481934,0.46850586000005023
2020-07-04,Man United,Bournemouth,5,2,H,3,1,H,M Dean,19,7,10,3,13,12,8,3,0,1,0,0,2019-20,2.0,0.4,2.2,0.8,2.2,0.2,1.2,-1.8000000000000005,2.0,4.0,3.0,1.0,1.16,7.5,17.0,52.0,27.0,25.0,1828.39135742,1665.08496094,163.3063964800001
2020-07-04,Chelsea,Watford,3,0,H,2,0,H,K Friend,21,7,9,3,9,12,5,3,0,2,0,0,2019-20,2.4,1.4,2.0,1.0,1.2,0.8,1.4,0.1999999999999999,1.2,3.0,6.0,-3.0,1.4,4.75,8.0,54.0,28.0,26.0,1788.40332031,1723.21203613,65.19128418000014
2020-07-04,Wolves,Arsenal,0,2,A,0,1,A,M Oliver,10,8,1,5,6,11,3,5,2,4,0,0,2019-20,1.4,0.4,2.6,1.6,1.0,1.8,-0.2000000000000001,-0.6,0.8,7.0,3.0,4.0,2.25,3.4,3.25,52.0,46.0,6.0,1577.60510254,1648.52258301,-70.9174804700001
2020-07-04,Leicester,Crystal Palace,3,0,H,0,0,D,J Moss,15,7,4,1,18,8,3,7,2,1,0,0,2019-20,1.2,0.8,1.0,0.8,1.0,1.8,0.3999999999999999,-0.1999999999999999,-0.8,3.0,5.0,-2.0,1.66,3.6,5.75,55.0,42.0,13.0,1865.59106445,1612.39379883,253.19726562000005
2020-07-05,Burnley,Sheffield United,1,1,D,1,0,H,P Bankes,9,10,4,3,8,14,3,9,0,0,0,0,2019-20,0.6,1.2,1.6,0.8,1.4,1.4,-0.2,-0.1999999999999999,0.2000000000000001,6.0,3.0,3.0,2.9,3.0,2.7,45.0,47.0,-2.0,1723.11547852,1700.34838867,22.76708984999982
2020-07-05,Newcastle,West Ham,2,2,D,1,1,D,C Pawson,11,17,4,7,9,11,6,4,0,0,0,0,2019-20,1.8,0.4,2.2,1.2,1.6,1.2,0.6000000000000001,-1.2000000000000002,1.0000000000000002,4.0,4.0,0.0,2.6,3.3,2.75,42.0,30.0,12.0,1714.42895508,1675.81848145,38.61047362999989
2020-07-05,Liverpool,Aston Villa,2,0,H,0,0,D,P Tierney,6,9,4,3,18,8,7,5,1,1,0,0,2019-20,1.2,1.6,1.4,0.4,1.6,0.4,0.7999999999999999,0.0,1.0,3.0,8.0,-5.0,1.33,5.5,8.5,86.0,27.0,59.0,2007.7401123,1599.60498047,408.13513182999986
2020-07-05,Southampton,Man City,1,0,H,1,0,H,A Marriner,8,26,4,6,6,7,2,13,1,2,0,0,2019-20,1.4,1.4,1.2,2.6,0.8,1.8,-1.2000000000000002,0.5999999999999999,-0.6000000000000001,7.0,3.0,4.0,8.5,6.0,1.3,40.0,66.0,-26.0,1690.71960449,1990.79443359,-300.0748291
2020-07-06,Tottenham,Everton,1,0,H,1,0,H,G Scott,12,11,2,3,14,18,5,6,3,2,0,0,2019-20,1.4,1.6,1.0,0.8,1.2,1.6,0.5999999999999999,0.4000000000000001,-0.6000000000000001,4.0,5.0,-1.0,2.1,3.5,3.4,45.0,44.0,1.0,1789.67907715,1756.97290039,32.70617676000006
2020-07-07,Crystal Palace,Chelsea,2,3,A,1,2,A,D Coote,13,14,4,6,11,10,7,9,1,0,0,0,2019-20,0.6,1.6,1.2,2.6,1.0,2.4,-2.0,0.6000000000000001,-1.2,3.0,3.0,0.0,8.5,4.5,1.4,42.0,57.0,-15.0,1713.8737793,1834.12036133,-120.2465820299999
2020-07-07,Watford,Norwich,2,1,H,1,1,D,A Taylor,9,12,4,3,11,15,4,3,2,4,0,0,2019-20,0.4,1.8,0.2,0.0,2.0,0.0,0.4,-0.1999999999999999,0.2,3.0,3.0,0.0,1.7,3.75,5.0,28.0,21.0,7.0,1659.35583496,1570.15783691,89.19799805000002
2020-07-07,Arsenal,Leicester,1,1,D,1,0,H,C Kavanagh,11,13,7,5,10,14,10,1,1,0,1,0,2019-20,1.8,1.0,1.8,1.8,0.6,1.6,0.0,0.4,0.1999999999999999,3.0,3.0,0.0,2.3,3.5,3.0,49.0,58.0,-9.0,1814.2121582,1797.74145508,16.470703120000053
2020-07-08,Man City,Newcastle,5,0,H,2,0,H,A Madley,23,6,9,1,12,7,8,1,0,0,0,0,2019-20,2.6,0.6,1.8,2.2,0.8,2.2,0.3999999999999999,-0.2,-0.4000000000000001,3.0,3.0,0.0,1.12,9.0,21.0,66.0,43.0,23.0,1655.96984863,2008.93481445,-352.9649658200001
2020-07-08,Sheffield United,Wolves,1,0,H,0,0,D,M Atkinson,7,6,3,1,5,6,6,1,2,0,0,0,2019-20,0.8,1.6,1.0,0.8,0.4,2.0,0.0,1.2000000000000002,-1.0,3.0,4.0,-1.0,3.8,3.2,2.1,48.0,52.0,-4.0,1976.93554688,1712.03991699,264.89562989
2020-07-08,West Ham,Burnley,0,1,A,0,1,A,M Oliver,21,8,5,4,7,7,10,3,1,1,0,0,2019-20,1.0,1.8,0.8,0.8,1.4,1.6,0.1999999999999999,0.4000000000000001,-0.8,3.0,3.0,0.0,2.0,3.4,3.9,31.0,46.0,-15.0,1702.30285645,1788.38598633,-86.08312987999989
2020-07-08,Brighton,Liverpool,1,3,A,1,2,A,C Pawson,12,19,2,8,7,15,6,10,1,4,0,0,2019-20,0.6,0.8,1.6,1.6,1.0,2.0,-1.0,-0.1999999999999999,-0.3999999999999999,4.0,3.0,1.0,6.0,4.33,1.53,36.0,89.0,-53.0,1678.20739746,1721.16088867,-42.95349121000004
2020-07-09,Everton,Southampton,1,1,D,1,1,D,L Mason,11,17,4,4,13,14,3,5,3,3,0,0,2019-20,0.6,1.2,1.4,1.4,0.8,1.8,-0.7999999999999999,0.3999999999999999,-0.4000000000000001,3.0,4.0,-1.0,2.05,3.5,3.6,44.0,43.0,1.0,1598.41015625,1869.15246582,-270.7423095700001
2020-07-09,Aston Villa,Man United,0,3,A,0,2,A,J Moss,9,14,1,6,7,13,3,5,2,3,0,0,2019-20,0.4,1.2,0.4,2.8,0.6,2.6,-2.4,0.6,-2.2,4.0,5.0,-1.0,9.0,5.25,1.33,27.0,55.0,-28.0,1608.83251953,1795.57617188,-186.74365235000005
2020-07-09,Bournemouth,Tottenham,0,0,D,0,0,D,P Tierney,9,9,2,0,11,14,8,12,3,2,0,0,2019-20,0.8,2.8,0.0,1.2,1.0,1.6,-0.3999999999999999,1.7999999999999998,-1.6,5.0,3.0,2.0,5.25,3.8,1.66,27.0,48.0,-21.0,1751.07580566,1704.57836914,46.497436520000065
2020-07-11,Norwich,West Ham,0,4,A,0,2,A,K Friend,11,19,2,7,9,8,1,6,1,0,0,0,2019-20,0.2,2.2,0.0,1.0,1.8,0.8,-0.8,0.4000000000000001,-0.8,4.0,3.0,1.0,3.75,3.75,1.95,21.0,31.0,-10.0,1565.40881348,1670.08618164,-104.67736816000001
2020-07-11,Watford,Newcastle,2,1,H,0,1,A,C Pawson,17,8,5,4,23,15,2,4,1,4,0,0,2019-20,0.8,1.8,0.8,2.0,1.8,1.6,-1.2,0.0,-0.8,4.0,3.0,1.0,1.8,3.6,4.5,31.0,43.0,-12.0,1664.1048584,1707.63769531,-43.532836910000015
2020-07-11,Liverpool,Burnley,1,1,D,1,0,H,D Coote,23,6,9,2,7,4,12,6,1,2,0,0,2019-20,1.8,1.0,2.0,0.8,1.2,2.0,1.0,-0.1999999999999999,0.0,3.0,3.0,0.0,1.22,6.5,12.0,92.0,49.0,43.0,2011.77062988,1729.28222656,282.48840331999986
2020-07-11,Sheffield United,Chelsea,3,0,H,2,0,H,A Marriner,9,15,4,4,8,6,4,6,1,0,0,0,2019-20,1.0,1.6,1.4,2.4,1.4,2.4,-1.4,0.2000000000000001,-1.0,3.0,4.0,-1.0,6.0,3.8,1.6,51.0,60.0,-9.0,1711.59411621,1840.31481934,-128.72070312999995
2020-07-11,Brighton,Man City,0,5,A,0,2,A,G Scott,3,26,0,8,7,3,2,7,1,0,0,0,2019-20,0.8,1.4,1.4,3.0,0.6,1.8,-2.2,0.7999999999999999,-0.4000000000000001,3.0,3.0,0.0,10.0,5.5,1.28,36.0,69.0,-33.0,1653.1340332,1981.33776855,-328.20373535
2020-07-12,Wolves,Everton,3,0,H,1,0,H,A Taylor,14,6,7,2,9,9,5,2,0,2,0,0,2019-20,0.8,0.6,1.8,0.8,0.6,1.6,0.0,0.0,0.1999999999999999,4.0,3.0,1.0,2.05,3.3,3.8,52.0,45.0,7.0,1779.09472656,1748.52026367,30.57446288999995
2020-07-12,Aston Villa,Crystal Palace,2,0,H,1,0,H,M Atkinson,12,9,9,5,21,21,5,1,2,4,0,1,2019-20,0.4,1.8,0.2,0.8,2.2,0.6,-0.4,-0.4000000000000001,-0.3999999999999999,3.0,5.0,-2.0,2.25,3.3,3.3,27.0,42.0,-15.0,1593.16552734,1707.67944336,-114.51391602000012
2020-07-12,Tottenham,Arsenal,2,1,H,1,1,D,M Oliver,15,13,9,4,16,11,6,5,5,3,0,0,2019-20,1.0,0.8,1.6,2.0,0.6,2.0,-1.0,0.2,-0.3999999999999999,3.0,5.0,-2.0,2.62,3.4,2.7,49.0,50.0,-1.0,1791.69165039,1812.39782715,-20.706176760000062
2020-07-12,Bournemouth,Leicester,4,1,H,0,1,A,S Attwell,10,13,4,5,11,12,2,6,2,1,0,1,2019-20,0.6,2.4,0.2,1.2,0.8,1.2,-0.6,1.6,-1.0,3.0,5.0,-2.0,5.25,3.8,1.66,28.0,59.0,-31.0,1612.71704102,1799.5559082,-186.83886718000008
2020-07-13,Man United,Southampton,2,2,D,2,1,H,C Kavanagh,8,9,4,5,14,15,4,6,1,3,0,0,2019-20,3.0,0.6,2.6,1.6,0.8,2.0,1.4,-0.2,0.6000000000000001,4.0,4.0,0.0,1.3,5.5,10.0,58.0,44.0,14.0,1874.39709473,1707.13391113,167.26318360000005
2020-07-14,Chelsea,Norwich,1,0,H,1,0,H,J Moss,22,2,6,0,10,9,8,1,2,2,0,0,2019-20,2.0,1.8,1.8,0.2,2.4,0.0,1.8,-0.5999999999999999,1.8,3.0,3.0,0.0,1.12,9.5,17.0,60.0,21.0,39.0,1822.50512695,1552.53137207,269.9737548799999
2020-07-15,Burnley,Wolves,1,1,D,0,0,D,M Dean,9,14,1,5,10,8,3,8,0,0,0,0,2019-20,1.0,0.4,2.2,1.0,0.6,1.8,0.0,-0.1999999999999999,0.4000000000000001,4.0,3.0,1.0,4.5,3.3,1.9,50.0,55.0,-5.0,1699.4597168,1799.15148926,-99.69177246000004
2020-07-15,Man City,Bournemouth,2,1,H,2,0,H,L Mason,8,15,4,3,10,10,3,5,1,1,0,0,2019-20,3.0,0.6,1.8,1.4,2.2,0.8,1.6,-1.6,1.0,4.0,3.0,1.0,1.14,8.5,17.0,72.0,31.0,41.0,1804.93798828,2004.41625977,-199.47827149
2020-07-15,Newcastle,Tottenham,1,3,A,0,1,A,D Coote,22,8,6,5,6,13,5,4,2,3,0,0,2019-20,1.6,2.2,1.0,1.2,0.8,2.0,0.4000000000000001,1.4,-1.0,4.0,3.0,1.0,4.6,3.8,1.75,43.0,52.0,-9.0,1986.37036133,1632.91418457,353.45617675999983
2020-07-15,Arsenal,Liverpool,2,1,H,2,1,H,P Tierney,3,24,2,8,14,10,2,13,3,1,0,0,2019-20,2.0,0.6,2.0,2.0,1.2,2.0,0.0,-0.6,0.0,3.0,4.0,-1.0,3.8,3.8,1.9,50.0,93.0,-43.0,1736.63659668,1789.93664551,-53.30004883000015
2020-07-16,Everton,Aston Villa,1,1,D,0,0,D,A Taylor,9,15,1,1,15,13,5,5,2,1,0,0,2019-20,0.8,1.2,1.4,0.6,1.4,0.8,0.2,-0.1999999999999999,0.5999999999999999,4.0,4.0,0.0,2.0,3.5,3.75,45.0,30.0,15.0,1737.67834473,1607.38085938,130.29748535
2020-07-16,Leicester,Sheffield United,2,0,H,1,0,H,M Oliver,15,5,7,1,12,10,9,5,1,2,0,0,2019-20,1.2,1.4,1.0,1.6,1.0,2.0,-0.4000000000000001,0.3999999999999999,-1.0,4.0,5.0,-1.0,2.05,3.25,3.9,59.0,54.0,5.0,1779.35888672,1729.40380859,49.955078130000174
2020-07-16,Crystal Palace,Man United,0,2,A,0,1,A,G Scott,13,17,5,5,10,15,2,7,1,2,0,0,2019-20,0.4,2.6,0.0,3.2,0.8,2.6,-2.8000000000000003,1.8,-2.6,4.0,3.0,1.0,9.5,4.75,1.36,42.0,59.0,-17.0,1693.46411133,1868.95715332,-175.49304199000017
2020-07-16,Southampton,Brighton,1,1,D,0,1,A,A Marriner,21,10,6,2,6,10,8,2,1,0,0,0,2019-20,1.4,1.2,1.6,0.4,2.2,0.8,1.0,-1.0000000000000002,0.8,3.0,5.0,-2.0,2.15,3.3,3.5,45.0,36.0,9.0,1712.57385254,1648.1015625,64.47229003999996
2020-07-17,West Ham,Watford,3,1,H,3,0,H,M Atkinson,10,14,4,3,11,11,9,3,0,2,0,0,2019-20,1.8,1.4,1.4,1.0,1.8,1.2,0.8,-0.4000000000000001,0.1999999999999999,6.0,6.0,0.0,2.4,3.0,3.3,34.0,34.0,0.0,1682.96362305,1672.28283691,10.68078614000001
2020-07-18,Norwich,Burnley,0,2,A,0,1,A,K Friend,6,23,2,8,9,16,6,8,0,0,2,0,2019-20,0.2,2.4,0.0,1.0,0.6,1.8,-0.8,1.7999999999999998,-1.8,4.0,3.0,1.0,3.2,3.4,2.25,21.0,51.0,-30.0,1550.65283203,1736.86779785,-186.2149658200001
2020-07-19,Bournemouth,Southampton,0,2,A,0,1,A,C Pawson,11,16,3,8,12,11,12,6,2,2,0,0,2019-20,1.6,2.4,0.8,1.6,1.0,1.8,0.0,1.4,-1.0,4.0,3.0,1.0,2.4,3.6,2.8,31.0,46.0,-15.0,1631.78234863,1709.51147461,-77.72912598000016
2020-07-19,Tottenham,Leicester,3,0,H,3,0,H,A Taylor,7,24,3,6,15,10,4,13,2,1,0,0,2019-20,1.4,1.0,2.0,1.6,1.4,1.4,-0.2000000000000001,-0.3999999999999999,0.6000000000000001,4.0,3.0,1.0,2.25,3.3,3.25,55.0,62.0,-7.0,1808.64135742,1787.41174316,21.229614260000062
